time,name,event
27/05/2019 14:47,Student_18,algum conteudo foi publicado
27/05/2019 14:46,Student_18,algum conteudo foi publicado
27/05/2019 14:46,Student_18,algum conteudo foi publicado
27/05/2019 14:19,Student_18,algum conteudo foi publicado
27/05/2019 12:31,Student_3,algum conteudo foi publicado
27/05/2019 12:28,Student_3,algum conteudo foi publicado
27/05/2019 11:03,Student_27,algum conteudo foi publicado
27/05/2019 11:03,Student_27,algum conteudo foi publicado
27/05/2019 11:02,Student_27,algum conteudo foi publicado
27/05/2019 10:46,Student_27,algum conteudo foi publicado
27/05/2019 10:17,Student_29,algum conteudo foi publicado
27/05/2019 10:17,Student_29,algum conteudo foi publicado
27/05/2019 10:17,Student_29,algum conteudo foi publicado
27/05/2019 10:16,Student_29,algum conteudo foi publicado
27/05/2019 10:16,Student_29,algum conteudo foi publicado
27/05/2019 07:50,Student_27,algum conteudo foi publicado
27/05/2019 07:50,Student_27,algum conteudo foi publicado
27/05/2019 07:48,Student_27,algum conteudo foi publicado
26/05/2019 18:27,Student_7,algum conteudo foi publicado
26/05/2019 18:27,Student_7,algum conteudo foi publicado
26/05/2019 18:24,Student_36,algum conteudo foi publicado
26/05/2019 18:24,Student_36,algum conteudo foi publicado
26/05/2019 18:22,Student_36,algum conteudo foi publicado
26/05/2019 18:10,Student_29,algum conteudo foi publicado
26/05/2019 16:27,Student_1,algum conteudo foi publicado
26/05/2019 16:05,Student_12,algum conteudo foi publicado
26/05/2019 16:04,Student_12,algum conteudo foi publicado
26/05/2019 16:00,Student_12,algum conteudo foi publicado
26/05/2019 12:43,Student_5,algum conteudo foi publicado
26/05/2019 12:43,Student_5,algum conteudo foi publicado
26/05/2019 07:38,Student_18,algum conteudo foi publicado
26/05/2019 07:38,Student_18,algum conteudo foi publicado
26/05/2019 07:38,Student_18,algum conteudo foi publicado
26/05/2019 07:38,Student_18,algum conteudo foi publicado
26/05/2019 07:37,Student_18,algum conteudo foi publicado
25/05/2019 18:52,Student_35,algum conteudo foi publicado
25/05/2019 18:28,Student_20,algum conteudo foi publicado
25/05/2019 18:28,Student_20,algum conteudo foi publicado
25/05/2019 18:27,Student_20,algum conteudo foi publicado
25/05/2019 18:27,Student_20,algum conteudo foi publicado
25/05/2019 16:35,Student_30,algum conteudo foi publicado
25/05/2019 16:35,Student_30,algum conteudo foi publicado
25/05/2019 16:35,Student_5,algum conteudo foi publicado
25/05/2019 16:35,Student_5,algum conteudo foi publicado
25/05/2019 16:24,Student_34,algum conteudo foi publicado
25/05/2019 16:24,Student_34,algum conteudo foi publicado
25/05/2019 16:23,Student_34,algum conteudo foi publicado
25/05/2019 16:22,Student_4,algum conteudo foi publicado
25/05/2019 16:21,Student_4,algum conteudo foi publicado
25/05/2019 16:21,Student_4,algum conteudo foi publicado
25/05/2019 16:21,Student_98,algum conteudo foi publicado
25/05/2019 16:21,Student_98,algum conteudo foi publicado
25/05/2019 16:21,Student_98,algum conteudo foi publicado
25/05/2019 16:21,Student_98,algum conteudo foi publicado
25/05/2019 16:21,Student_98,algum conteudo foi publicado
25/05/2019 16:20,Student_98,algum conteudo foi publicado
25/05/2019 16:19,Student_98,algum conteudo foi publicado
25/05/2019 16:18,Student_98,algum conteudo foi publicado
25/05/2019 16:17,Student_98,algum conteudo foi publicado
25/05/2019 16:17,Student_98,algum conteudo foi publicado
25/05/2019 16:17,Student_98,algum conteudo foi publicado
25/05/2019 16:17,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,algum conteudo foi publicado
25/05/2019 16:13,Student_98,assinatura criada
25/05/2019 16:13,Student_98,assinatura criada
25/05/2019 16:13,Student_98,assinatura criada
25/05/2019 16:12,Student_98,assinatura criada
25/05/2019 16:12,Student_98,assinatura de discussao criada
25/05/2019 16:12,Student_98,assinatura de discussao criada
25/05/2019 16:12,Student_98,assinatura de discussao criada
25/05/2019 16:12,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_98,assinatura de discussao criada
25/05/2019 16:11,Student_4,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_4,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_4,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:10,Student_98,assinatura de discussao criada
25/05/2019 16:09,Student_98,assinatura de discussao criada
25/05/2019 16:09,Student_98,assinatura de discussao criada
25/05/2019 16:09,Student_98,assinatura de discussao criada
25/05/2019 16:09,Student_98,assinatura de discussao criada
25/05/2019 16:09,Student_98,assinatura de discussao criada
25/05/2019 16:08,Student_98,assinatura de discussao criada
25/05/2019 16:08,Student_98,assinatura de discussao criada
25/05/2019 16:08,Student_98,assinatura de discussao criada
25/05/2019 16:07,Student_98,assinatura de discussao criada
25/05/2019 16:07,Student_98,assinatura de discussao criada
25/05/2019 16:07,Student_98,assinatura de discussao criada
25/05/2019 16:06,Student_98,atividade recente visualizado
25/05/2019 16:06,Student_98,atividade recente visualizado
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:06,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:05,Student_98,curso visto
25/05/2019 16:00,Student_98,curso visto
25/05/2019 16:00,Student_98,curso visto
25/05/2019 16:00,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:59,Student_98,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:58,Student_13,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:58,Student_98,curso visto
25/05/2019 15:56,Student_98,curso visto
25/05/2019 15:56,Student_98,curso visto
25/05/2019 15:56,Student_98,curso visto
25/05/2019 15:56,Student_98,curso visto
25/05/2019 15:56,Student_98,curso visto
25/05/2019 15:55,Student_19,curso visto
25/05/2019 15:55,Student_19,curso visto
25/05/2019 15:54,Student_98,curso visto
25/05/2019 15:54,Student_98,curso visto
25/05/2019 15:54,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:51,Student_98,curso visto
25/05/2019 15:50,Student_98,curso visto
25/05/2019 15:50,Student_98,curso visto
25/05/2019 15:50,Student_98,curso visto
25/05/2019 15:50,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:49,Student_98,curso visto
25/05/2019 15:48,Student_98,curso visto
25/05/2019 15:48,Student_98,curso visto
25/05/2019 15:48,Student_98,curso visto
25/05/2019 15:44,Student_98,curso visto
25/05/2019 15:44,Student_98,curso visto
25/05/2019 15:44,Student_98,curso visto
25/05/2019 15:44,Student_98,curso visto
25/05/2019 15:44,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:43,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:42,Student_98,curso visto
25/05/2019 15:41,Student_98,curso visto
25/05/2019 15:40,Student_98,curso visto
25/05/2019 15:40,Student_98,curso visto
25/05/2019 15:40,Student_98,curso visto
25/05/2019 15:37,Student_98,curso visto
25/05/2019 15:37,Student_98,curso visto
25/05/2019 15:37,Student_98,curso visto
25/05/2019 15:37,Student_98,curso visto
25/05/2019 15:37,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:36,Student_98,curso visto
25/05/2019 15:35,Student_98,curso visto
25/05/2019 15:35,Student_98,curso visto
25/05/2019 15:31,Student_98,curso visto
25/05/2019 15:19,Student_29,curso visto
25/05/2019 15:19,Student_29,curso visto
25/05/2019 15:18,Student_29,curso visto
25/05/2019 15:18,Student_29,curso visto
25/05/2019 15:06,Student_10,curso visto
25/05/2019 15:03,Student_4,curso visto
25/05/2019 15:02,Student_4,curso visto
25/05/2019 15:02,Student_4,curso visto
25/05/2019 14:56,Student_4,curso visto
25/05/2019 14:56,Student_4,curso visto
25/05/2019 14:54,Student_4,curso visto
25/05/2019 14:53,Student_4,curso visto
25/05/2019 14:53,Student_4,curso visto
25/05/2019 14:52,Student_4,curso visto
25/05/2019 14:36,Student_4,curso visto
25/05/2019 14:36,Student_4,curso visto
25/05/2019 14:28,Student_98,curso visto
25/05/2019 14:28,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:27,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:23,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:19,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:15,Student_98,curso visto
25/05/2019 14:08,Student_98,curso visto
25/05/2019 14:06,Student_98,curso visto
25/05/2019 14:06,Student_98,curso visto
25/05/2019 14:06,Student_98,curso visto
25/05/2019 14:05,Student_98,curso visto
25/05/2019 14:05,Student_98,curso visto
25/05/2019 14:04,Student_98,curso visto
25/05/2019 14:04,Student_98,curso visto
25/05/2019 14:04,Student_98,curso visto
25/05/2019 14:04,Student_98,curso visto
25/05/2019 14:04,Student_98,curso visto
25/05/2019 14:03,Student_98,curso visto
25/05/2019 00:31,Student_20,curso visto
25/05/2019 00:30,Student_20,curso visto
24/05/2019 20:45,Student_5,curso visto
24/05/2019 20:44,Student_5,curso visto
24/05/2019 18:48,Student_26,curso visto
24/05/2019 18:47,Student_26,curso visto
24/05/2019 18:47,Student_26,curso visto
24/05/2019 18:47,Student_26,curso visto
24/05/2019 18:46,Student_26,curso visto
24/05/2019 18:46,Student_26,curso visto
24/05/2019 16:13,Student_10,curso visto
24/05/2019 16:13,Student_10,curso visto
24/05/2019 03:52,Student_5,curso visto
24/05/2019 03:52,Student_5,curso visto
23/05/2019 22:26,Student_19,curso visto
23/05/2019 22:26,Student_19,curso visto
23/05/2019 20:10,Student_5,curso visto
23/05/2019 20:10,Student_5,curso visto
23/05/2019 20:10,Student_5,curso visto
23/05/2019 19:36,Student_26,curso visto
23/05/2019 19:35,Student_26,curso visto
23/05/2019 19:35,Student_26,curso visto
23/05/2019 19:35,Student_26,curso visto
23/05/2019 18:16,Student_7,curso visto
23/05/2019 18:16,Student_7,curso visto
23/05/2019 18:16,Student_7,curso visto
23/05/2019 18:14,Student_4,curso visto
23/05/2019 18:14,Student_4,curso visto
23/05/2019 18:11,Student_7,curso visto
23/05/2019 11:56,Student_7,curso visto
23/05/2019 11:55,Student_7,curso visto
23/05/2019 07:32,Student_36,curso visto
23/05/2019 07:31,Student_36,curso visto
23/05/2019 07:31,Student_36,curso visto
23/05/2019 07:17,Student_36,curso visto
23/05/2019 07:09,Student_36,curso visto
23/05/2019 07:09,Student_36,curso visto
23/05/2019 07:04,Student_36,curso visto
23/05/2019 04:42,Student_5,curso visto
23/05/2019 04:42,Student_5,curso visto
23/05/2019 04:41,Student_5,curso visto
22/05/2019 14:37,Student_18,curso visto
22/05/2019 14:36,Student_18,curso visto
22/05/2019 14:36,Student_18,curso visto
22/05/2019 14:10,Student_5,curso visto
22/05/2019 14:09,Student_5,curso visto
22/05/2019 14:09,Student_5,curso visto
21/05/2019 23:34,Student_5,curso visto
21/05/2019 23:34,Student_5,curso visto
21/05/2019 21:28,Student_1,curso visto
21/05/2019 18:34,Student_5,curso visto
21/05/2019 18:34,Student_5,curso visto
21/05/2019 18:34,Student_5,curso visto
21/05/2019 18:34,Student_5,curso visto
21/05/2019 18:06,Student_4,curso visto
21/05/2019 18:05,Student_4,curso visto
21/05/2019 18:05,Student_4,curso visto
21/05/2019 17:51,Student_26,curso visto
21/05/2019 17:51,Student_26,curso visto
21/05/2019 17:50,Student_26,curso visto
21/05/2019 17:50,Student_26,curso visto
21/05/2019 17:48,Student_25,curso visto
21/05/2019 17:47,Student_25,curso visto
21/05/2019 17:47,Student_25,curso visto
21/05/2019 16:58,Student_7,curso visto
21/05/2019 16:58,Student_7,curso visto
21/05/2019 16:58,Student_7,curso visto
21/05/2019 15:19,Student_27,curso visto
21/05/2019 15:17,Student_27,curso visto
21/05/2019 15:17,Student_27,curso visto
21/05/2019 15:16,Student_27,curso visto
21/05/2019 15:16,Student_27,curso visto
21/05/2019 14:50,Student_18,curso visto
21/05/2019 13:44,Student_19,curso visto
21/05/2019 13:25,Student_19,curso visto
21/05/2019 13:25,Student_19,curso visto
21/05/2019 09:54,Student_33,curso visto
21/05/2019 09:26,Student_5,curso visto
21/05/2019 09:26,Student_5,curso visto
21/05/2019 09:26,Student_5,curso visto
20/05/2019 23:39,Student_35,curso visto
20/05/2019 20:40,Student_7,curso visto
20/05/2019 20:40,Student_7,curso visto
20/05/2019 20:06,Student_26,curso visto
20/05/2019 20:06,Student_26,curso visto
20/05/2019 20:04,Student_26,curso visto
20/05/2019 20:00,Student_26,curso visto
20/05/2019 19:59,Student_26,curso visto
20/05/2019 19:59,Student_26,curso visto
20/05/2019 19:22,Student_30,curso visto
20/05/2019 18:13,Student_3,curso visto
20/05/2019 18:12,Student_3,curso visto
20/05/2019 18:08,Student_3,curso visto
20/05/2019 17:47,Student_30,curso visto
20/05/2019 17:47,Student_30,curso visto
20/05/2019 17:47,Student_30,curso visto
20/05/2019 17:46,Student_30,curso visto
20/05/2019 17:45,Student_30,curso visto
20/05/2019 17:32,Student_10,curso visto
20/05/2019 17:31,Student_10,curso visto
20/05/2019 17:29,Student_10,curso visto
20/05/2019 17:29,Student_10,curso visto
20/05/2019 17:28,Student_10,curso visto
20/05/2019 17:28,Student_10,curso visto
20/05/2019 17:28,Student_10,curso visto
20/05/2019 17:28,Student_10,curso visto
20/05/2019 17:28,Student_10,curso visto
20/05/2019 17:27,Student_10,curso visto
20/05/2019 17:27,Student_10,curso visto
20/05/2019 17:19,Student_34,curso visto
20/05/2019 16:00,Student_5,curso visto
20/05/2019 16:00,Student_5,curso visto
20/05/2019 15:27,Student_15,curso visto
20/05/2019 15:27,Student_15,curso visto
20/05/2019 15:27,Student_15,curso visto
20/05/2019 15:26,Student_15,curso visto
20/05/2019 15:26,Student_15,curso visto
20/05/2019 15:26,Student_15,curso visto
20/05/2019 15:25,Student_15,curso visto
20/05/2019 11:21,Student_4,curso visto
20/05/2019 11:21,Student_4,curso visto
20/05/2019 11:15,Student_36,curso visto
20/05/2019 11:14,Student_36,curso visto
20/05/2019 11:14,Student_36,curso visto
20/05/2019 11:11,Student_18,curso visto
20/05/2019 11:10,Student_18,curso visto
20/05/2019 11:09,Student_18,curso visto
20/05/2019 11:07,Student_18,curso visto
20/05/2019 10:20,Student_30,curso visto
20/05/2019 10:19,Student_30,curso visto
20/05/2019 10:19,Student_30,curso visto
20/05/2019 10:00,Student_5,curso visto
20/05/2019 10:00,Student_5,curso visto
19/05/2019 23:45,Student_5,curso visto
19/05/2019 23:45,Student_5,curso visto
19/05/2019 21:52,Student_28,curso visto
19/05/2019 21:52,Student_28,curso visto
19/05/2019 21:51,Student_28,curso visto
19/05/2019 20:30,Student_7,curso visto
19/05/2019 20:30,Student_7,curso visto
19/05/2019 20:30,Student_7,curso visto
19/05/2019 20:30,Student_7,curso visto
19/05/2019 20:29,Student_7,curso visto
19/05/2019 20:29,Student_7,curso visto
19/05/2019 16:28,Student_20,curso visto
19/05/2019 11:18,Student_19,curso visto
19/05/2019 11:17,Student_19,curso visto
19/05/2019 11:15,Student_5,curso visto
19/05/2019 11:15,Student_5,curso visto
18/05/2019 21:24,Student_5,curso visto
18/05/2019 21:23,Student_5,curso visto
18/05/2019 18:00,Student_30,curso visto
18/05/2019 18:00,Student_30,curso visto
18/05/2019 15:34,Student_5,curso visto
18/05/2019 15:34,Student_5,curso visto
18/05/2019 08:17,Student_1,curso visto
18/05/2019 08:16,Student_1,curso visto
18/05/2019 08:15,Student_1,curso visto
18/05/2019 08:15,Student_1,curso visto
18/05/2019 08:15,Student_1,curso visto
18/05/2019 08:15,Student_1,curso visto
18/05/2019 08:15,Student_1,curso visto
18/05/2019 08:14,Student_1,curso visto
18/05/2019 08:14,Student_1,curso visto
18/05/2019 08:13,Student_1,curso visto
18/05/2019 05:20,Student_5,curso visto
18/05/2019 05:20,Student_5,curso visto
17/05/2019 21:46,Student_33,curso visto
17/05/2019 21:16,Student_7,curso visto
17/05/2019 21:16,Student_7,curso visto
17/05/2019 21:01,Student_5,curso visto
17/05/2019 21:01,Student_5,curso visto
17/05/2019 21:01,Student_5,curso visto
17/05/2019 17:51,Student_35,curso visto
17/05/2019 17:26,Student_5,curso visto
17/05/2019 17:26,Student_5,curso visto
17/05/2019 16:45,Student_5,curso visto
17/05/2019 16:45,Student_5,curso visto
17/05/2019 16:13,Student_34,curso visto
17/05/2019 16:10,Student_30,curso visto
17/05/2019 16:10,Student_30,curso visto
17/05/2019 16:10,Student_30,curso visto
17/05/2019 16:10,Student_34,curso visto
17/05/2019 16:10,Student_34,curso visto
17/05/2019 15:36,Student_30,curso visto
17/05/2019 15:36,Student_30,curso visto
17/05/2019 15:36,Student_30,curso visto
17/05/2019 14:32,Student_15,curso visto
17/05/2019 14:24,Student_19,curso visto
17/05/2019 14:23,Student_19,curso visto
17/05/2019 12:45,Student_12,curso visto
17/05/2019 12:44,Student_12,curso visto
17/05/2019 12:43,Student_4,curso visto
17/05/2019 12:43,Student_4,curso visto
17/05/2019 12:37,Student_34,curso visto
17/05/2019 12:29,Student_20,curso visto
17/05/2019 12:08,Student_35,curso visto
17/05/2019 12:08,Student_35,curso visto
17/05/2019 12:03,Student_12,curso visto
17/05/2019 11:46,Student_4,curso visto
17/05/2019 11:46,Student_4,curso visto
17/05/2019 11:46,Student_4,curso visto
17/05/2019 11:45,Student_12,curso visto
17/05/2019 11:40,Student_19,curso visto
17/05/2019 11:40,Student_19,curso visto
17/05/2019 09:37,Student_18,curso visto
17/05/2019 04:47,Student_5,curso visto
17/05/2019 04:47,Student_5,curso visto
16/05/2019 22:40,Student_19,curso visto
16/05/2019 22:39,Student_19,curso visto
16/05/2019 21:04,Student_4,curso visto
16/05/2019 21:03,Student_4,curso visto
16/05/2019 19:16,Student_5,curso visto
16/05/2019 19:16,Student_5,curso visto
16/05/2019 19:16,Student_5,curso visto
16/05/2019 16:22,Student_5,curso visto
16/05/2019 16:22,Student_5,curso visto
16/05/2019 16:22,Student_5,curso visto
16/05/2019 11:52,Student_25,curso visto
16/05/2019 11:52,Student_25,curso visto
16/05/2019 11:51,Student_25,curso visto
16/05/2019 11:35,Student_99,curso visto
16/05/2019 11:35,Student_99,curso visto
16/05/2019 11:02,Student_19,curso visto
16/05/2019 09:22,Student_29,curso visto
16/05/2019 09:21,Student_29,curso visto
16/05/2019 09:21,Student_29,curso visto
16/05/2019 00:20,Student_5,curso visto
16/05/2019 00:20,Student_5,curso visto
16/05/2019 00:20,Student_5,curso visto
15/05/2019 22:12,Student_4,curso visto
15/05/2019 22:12,Student_4,curso visto
15/05/2019 22:00,Student_5,curso visto
15/05/2019 22:00,Student_5,curso visto
15/05/2019 21:14,Student_23,curso visto
15/05/2019 21:13,Student_23,curso visto
15/05/2019 21:13,Student_23,curso visto
15/05/2019 21:11,Student_5,curso visto
15/05/2019 21:11,Student_5,curso visto
15/05/2019 21:11,Student_5,curso visto
15/05/2019 21:11,Student_5,curso visto
15/05/2019 20:51,Student_7,curso visto
15/05/2019 20:51,Student_7,curso visto
15/05/2019 20:51,Student_7,curso visto
15/05/2019 20:51,Student_7,curso visto
15/05/2019 20:50,Student_1,curso visto
15/05/2019 20:50,Student_1,curso visto
15/05/2019 20:50,Student_1,curso visto
15/05/2019 20:50,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:46,Student_1,curso visto
15/05/2019 20:45,Student_1,curso visto
15/05/2019 20:12,Student_5,curso visto
15/05/2019 20:12,Student_5,curso visto
15/05/2019 19:04,Student_100,curso visto
15/05/2019 13:55,Student_5,curso visto
15/05/2019 13:55,Student_5,curso visto
15/05/2019 12:34,Student_5,curso visto
15/05/2019 12:34,Student_5,curso visto
15/05/2019 09:48,Student_5,curso visto
15/05/2019 06:17,Student_18,curso visto
15/05/2019 06:16,Student_18,curso visto
15/05/2019 06:16,Student_18,curso visto
15/05/2019 06:14,Student_18,curso visto
15/05/2019 00:47,Student_5,curso visto
15/05/2019 00:47,Student_5,curso visto
14/05/2019 23:55,Student_35,curso visto
14/05/2019 23:55,Student_35,curso visto
14/05/2019 23:04,Student_28,curso visto
14/05/2019 23:04,Student_28,curso visto
14/05/2019 22:59,Student_20,curso visto
14/05/2019 22:59,Student_20,curso visto
14/05/2019 22:59,Student_20,curso visto
14/05/2019 22:59,Student_20,curso visto
14/05/2019 22:29,Student_33,curso visto
14/05/2019 22:29,Student_33,curso visto
14/05/2019 22:28,Student_33,curso visto
14/05/2019 22:28,Student_33,curso visto
14/05/2019 22:14,Student_33,curso visto
14/05/2019 22:14,Student_33,curso visto
14/05/2019 22:14,Student_33,curso visto
14/05/2019 22:13,Student_33,curso visto
14/05/2019 22:13,Student_33,curso visto
14/05/2019 22:01,Student_30,curso visto
14/05/2019 22:01,Student_30,curso visto
14/05/2019 22:01,Student_30,curso visto
14/05/2019 22:00,Student_30,curso visto
14/05/2019 21:57,Student_35,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_30,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:31,Student_34,curso visto
14/05/2019 21:30,Student_34,curso visto
14/05/2019 21:30,Student_34,curso visto
14/05/2019 21:23,Student_34,curso visto
14/05/2019 21:23,Student_34,curso visto
14/05/2019 21:20,Student_30,curso visto
14/05/2019 21:20,Student_30,curso visto
14/05/2019 21:20,Student_30,curso visto
14/05/2019 21:20,Student_30,curso visto
14/05/2019 21:20,Student_30,curso visto
14/05/2019 21:03,Student_5,curso visto
14/05/2019 21:02,Student_5,curso visto
14/05/2019 21:02,Student_5,curso visto
14/05/2019 20:47,Student_35,curso visto
14/05/2019 20:46,Student_35,curso visto
14/05/2019 20:46,Student_35,curso visto
14/05/2019 20:45,Student_35,curso visto
14/05/2019 20:45,Student_35,curso visto
14/05/2019 20:45,Student_35,curso visto
14/05/2019 20:42,Student_35,curso visto
14/05/2019 20:40,Student_35,curso visto
14/05/2019 20:20,Student_19,curso visto
